"","Site","Year","DevOpenSpace.1km","DevLowIntensity.1km","DeciduousForest.1km","EvergreenForest.1km","MixedForest.1km","Scrub.1km","GrasslandHerb.1km","WoodyWetlands.1km","EmergHerbWetlands.1km","DevMedIntensity.1km","BarrenLand.1km","OpenWater.1km","CultivCrops.1km","DevHighIntensity.1km","PastureHay.1km","TotalPixels.1km","DevOpenSpace.1km.pct","DevLowIntensity.1km.pct","DeciduousForest.1km.pct","EvergreenForest.1km.pct","MixedForest.1km.pct","Scrub.1km.pct","GrasslandHerb.1km.pct","WoodyWetlands.1km.pct","EmergHerbWetlands.1km.pct","DevMedIntensity.1km.pct","BarrenLand.1km.pct","OpenWater.1km.pct","CultivCrops.1km.pct","DevHighIntensity.1km.pct","PastureHay.1km.pct","OpenWater.5km","DevOpenSpace.5km","DevLowIntensity.5km","DevMedIntensity.5km","DevHighIntensity.5km","BarrenLand.5km","DeciduousForest.5km","EvergreenForest.5km","MixedForest.5km","Scrub.5km","GrasslandHerb.5km","PastureHay.5km","WoodyWetlands.5km","EmergHerbWetlands.5km","CultivCrops.5km","PerennialIceSnow.5km","TotalPixels.5km","OpenWater.5km.pct","DevOpenSpace.5km.pct","DevLowIntensity.5km.pct","DevMedIntensity.5km.pct","DevHighIntensity.5km.pct","BarrenLand.5km.pct","DeciduousForest.5km.pct","EvergreenForest.5km.pct","MixedForest.5km.pct","Scrub.5km.pct","GrasslandHerb.5km.pct","PastureHay.5km.pct","WoodyWetlands.5km.pct","EmergHerbWetlands.5km.pct","CultivCrops.5km.pct","PerennialIceSnow.5km.pct"
"1113","CFSR",2015,136,25,0,3172,0,131,24,0,0,0,0,0,0,0,0,3488,0.0389908256880734,0.00716743119266055,0,0.909403669724771,0,0.0375573394495413,0.00688073394495413,0,0,0,0,0,0,0,0,0,344,105,0,0,1208,57,67159,0,17557,426,0,390,8,0,0,87254,0,0.00394251266417585,0.00120338322598391,0,0,0.0138446374951292,0.000653265179819836,0.769695372131937,0,0.201217136177138,0.00488229765970615,0,0.00446970912508309,9.16863410273454e-05,0,0
"1114","ARN",2015,127,22,0,3204,0,118,24,0,0,0,0,0,0,0,0,3495,0.0363376251788269,0.00629470672389127,0,0.916738197424893,0,0.0337625178826896,0.00686695278969957,0,0,0,0,0,0,0,0,0,348,106,0,0,1316,55,66291,0,18300,470,0,354,0,0,0,87240,0,0.00398899587345255,0.00121503897294819,0,0,0.01508482347547,0.000630444750114626,0.759869325997249,0,0.209766162310867,0.00538743695552499,0,0.00405777166437414,0,0,0
"1115","CRP",2015,183,39,0,3115,0,100,55,0,0,0,0,0,0,0,0,3492,0.0524054982817869,0.0111683848797251,0,0.892038946162658,0,0.0286368843069874,0.0157502863688431,0,0,0,0,0,0,0,0,0,2828,397,0,0,0,1,79804,0,3517,581,0,108,0,0,0,87236,0,0.0324178091613554,0.0045508734925948,0,0,0,1.14631574120776e-05,0.914805814113439,0,0.0403159246182769,0.00666009445641708,0,0.00123802100050438,0,0,0
"1116","CAT",2015,179,14,0,3079,0,220,0,0,0,0,0,0,0,0,0,3492,0.0512600229095074,0.00400916380297824,0,0.881729667812142,0,0.0630011454753723,0,0,0,0,0,0,0,0,0,0,2835,375,0,0,0,0,78185,0,5658,196,0,1,0,0,0,87250,0,0.0324928366762178,0.00429799426934097,0,0,0,0,0.896103151862464,0,0.0648481375358166,0.00224641833810888,0,1.14613180515759e-05,0,0,0
"1117","SIAR",2015,122,38,0,3191,0,113,23,0,0,0,0,0,0,0,0,3487,0.0349870949240034,0.0108976197304273,0,0.915113277889303,0,0.0324060797246917,0.00659592773157442,0,0,0,0,0,0,0,0,0,2139,325,1,0,31,0,76126,0,6397,2151,0,79,8,0,0,87257,0,0.0245137925897063,0.00372462954261549,1.14603985926631e-05,0,0.000355272356372555,0,0.872434303265068,0,0.0733121697972656,0.0246513173728182,0,0.000905371488820381,9.16831887413044e-05,0,0
"1118","LYN",2015,120,24,0,3019,0,260,4,49,17,0,0,0,0,0,0,3493,0.0343544231319782,0.00687088462639565,0,0.864300028628686,0,0.0744345834526195,0.00114514743773261,0.0140280561122244,0.00486687661036358,0,0,0,0,0,0,382,1354,639,7,0,0,25,66394,0,17533,602,0,199,114,0,0,87249,0.00437827367648913,0.0155188025077651,0.00732386617611663,8.0230145904251e-05,0,0,0.000286536235372325,0.760971472452406,0,0.200953592591319,0.00689979254776559,0,0.00228082843356371,0.0013066052332978,0,0
"1119","TRAV",2015,130,103,31,1824,0,1248,62,0,0,12,77,5,0,0,0,3492,0.0372279495990836,0.029495990836197,0.00887743413516609,0.52233676975945,0,0.357388316151203,0.0177548682703322,0,0,0.00343642611683849,0.0220504009163803,0.00143184421534937,0,0,0,124,6047,1849,215,28,77,1118,67927,11,7915,1681,38,191,10,0,0,87231,0.0014215129942337,0.0693216860978322,0.0211965929543396,0.00246472011096972,0.000320986805149545,0.00088271371416125,0.0128165445770426,0.778702525478328,0.000126101959165893,0.0907360915270947,0.0192706721234424,0.000435624949845812,0.00218958856369869,0.000114638144696266,0,0
"1120","BR55",2015,3,0,1288,37,5,1281,784,75,0,0,3,3,8,0,0,3487,0.000860338399770576,0,0.369371952968167,0.0106108402638371,0.00143389733295096,0.367364496702036,0.224835101806711,0.0215084599942644,0,0,0.000860338399770576,0.000860338399770576,0.00229423573272154,0,0,138,1228,162,3,0,34,33481,3884,13,20951,26925,1,377,24,22,0,87243,0.00158178879680891,0.0140756278440677,0.00185688250060177,3.43867129741068e-05,0,0.00038971608037321,0.38376717902869,0.0445193310638103,0.000149009089554463,0.240145341173504,0.308620748942609,1.14622376580356e-05,0.00432126359707942,0.000275093703792854,0.000252169228476783,0
"1121","DC116",2015,120,19,187,1970,0,903,289,0,0,0,0,0,0,0,0,3488,0.0344036697247706,0.00544724770642202,0.0536123853211009,0.564793577981651,0,0.258887614678899,0.082855504587156,0,0,0,0,0,0,0,0,3082,7906,6330,373,17,31,10161,33170,5,16783,9210,144,24,0,0,0,87236,0.0353294511440231,0.0906277224998854,0.0725617864184511,0.00427575771470494,0.000194873676005319,0.000355357879774405,0.11647714246412,0.380232931358613,5.73157870603879e-05,0.192386170846898,0.105575679765235,0.00165069466733917,0.000275115777889862,0,0,0
"1122","DC110",2015,120,12,244,1935,0,882,291,0,0,0,0,0,0,0,0,3484,0.034443168771527,0.0034443168771527,0.0700344431687715,0.555396096440873,0,0.253157290470723,0.0835246842709529,0,0,0,0,0,0,0,0,3155,7614,6077,359,13,48,10569,33152,5,16476,9650,118,23,0,0,0,87259,0.0361567288188038,0.087257474873652,0.0696432459688972,0.0041141887942791,0.000148981766923756,0.000550086524026175,0.121122176509013,0.379926425927411,5.73006795860599e-05,0.188817199371985,0.110590311601096,0.00135229603823101,0.000263583126095876,0,0,0
"1123","EFAR",2015,146,1,0,3268,0,75,0,0,0,0,0,0,0,0,0,3490,0.0418338108882522,0.000286532951289398,0,0.936389684813754,0,0.0214899713467049,0,0,0,0,0,0,0,0,0,13,2578,255,10,0,0,485,72116,0,10366,1384,0,24,16,0,0,87247,0.000149002257957294,0.0295482939241464,0.00292273659839307,0.000114617121505611,0,0,0.00555893039302211,0.826572833449861,0,0.118812108152716,0.0158630096163765,0,0.000275081091613465,0.000183387394408977,0,0
"1124","MON",2015,369,19,0,3015,0,90,0,0,0,0,0,0,0,0,0,3493,0.105639851130833,0.00543945032922989,0,0.863154881190953,0,0.0257658173489837,0,0,0,0,0,0,0,0,0,202,2335,127,2,0,3,8,66190,0,16876,1428,0,56,16,0,0,87243,0.00231537200692319,0.0267643249315131,0.00145570418257052,2.29244753160712e-05,0,3.43867129741068e-05,9.16979012642848e-05,0.758685510585376,0,0.193436722717009,0.0163680753756748,0,0.000641885308849994,0.00018339580252857,0,0
"1125","DC20",2015,618,502,5,2194,0,134,15,7,0,16,0,0,0,0,0,3491,0.177026639931252,0.143798338584933,0.00143225436837582,0.628473216843311,0,0.0383844170724721,0.00429676310512747,0.00200515611572615,0,0.00458321397880264,0,0,0,0,0,133,9847,5018,1530,322,0,658,66969,0,2454,238,17,72,0,0,0,87258,0.0015242155447065,0.112849251644548,0.0575076210777235,0.0175342088977515,0.00369020605560522,0,0.00754085585275849,0.767482637695111,0,0.028123495839923,0.0027275436063169,0.00019482454330835,0.000825139242247129,0,0,0
"1126","FUL",2015,44,157,2,2975,0,157,0,0,0,124,0,27,0,3,0,3489,0.0126110633419318,0.0449985669246202,0.00057323015190599,0.85267985096016,0,0.0449985669246202,0,0,0,0.0355402694181714,0,0.00773860705073087,0,0.000859845227858985,0,131,2895,1952,797,11,10,781,66799,0,12596,341,0,390,526,0,0,87229,0.0015017941280996,0.0331885038232698,0.0223778789164154,0.00913686961904871,0.000126104850451111,0.000114640773137374,0.00895344438202891,0.765788900480345,0,0.144401517843836,0.00390925036398445,0,0.00447099015235759,0.00603010466702587,0,0
"1127","DC10",2015,93,27,0,3306,0,6,61,0,0,0,0,0,0,0,0,3493,0.0266246779272831,0.0077297452046951,0,0.946464357286,0,0.00171772115659891,0.0174634984254223,0,0,0,0,0,0,0,0,2171,4182,926,22,0,826,217,74471,0,3167,1253,0,4,0,0,0,87239,0.0248856589369433,0.0479372757596946,0.0106145187358865,0.000252180790701406,0,0.00946824241451644,0.00248741961737296,0.853643439287475,0,0.0363025710977888,0.0143628423067665,0,4.58510528548012e-05,0,0,0
"1128","ROCK",2015,129,24,4,3318,0,15,0,0,0,1,0,0,0,0,0,3491,0.0369521627040963,0.00687482096820395,0.00114580349470066,0.950443998854197,0,0.00429676310512747,0,0,0,0.000286450873675165,0,0,0,0,0,2304,5024,863,17,0,826,333,74751,0,2299,792,0,43,2,0,0,87254,0.0264056662158755,0.057579022165173,0.00989066403832489,0.000194833474683109,0,0.00946661471107342,0.00381644394526325,0.856705709766887,0,0.0263483622527334,0.0090769477617072,0,0.000492814083021982,2.29215852568364e-05,0,0
"1129","BR10",2015,54,221,0,2378,0,576,0,74,78,109,0,0,0,0,0,3490,0.0154727793696275,0.063323782234957,0,0.681375358166189,0,0.165042979942693,0,0.0212034383954155,0.0223495702005731,0.0312320916905444,0,0,0,0,0,2241,2110,2034,857,11,63,337,58464,0,20051,118,0,435,521,0,0,87242,0.0256871690240939,0.0241855986795351,0.0233144586323101,0.00982325026936567,0.000126086059466771,0.000722129249673322,0.00386281836730015,0.670135943696843,0,0.229831961669838,0.00135255954700718,0,0.00498613053345865,0.00597189427110795,0,0
"1130","SHADY",2015,305,160,2,2725,0,282,5,2,0,0,0,0,0,0,6,3487,0.0874677373100086,0.0458847146544307,0.000573558933180384,0.781474046458274,0,0.0808718095784342,0.00143389733295096,0.000573558933180384,0,0,0,0,0,0,0.00172067679954115,110,5141,1289,98,0,163,1506,68278,0,9676,935,24,29,0,0,0,87249,0.00126075943563823,0.058923311441965,0.0147738082957971,0.00112322204265951,0,0.00186821625462756,0.0172609428188289,0.782564843150065,0,0.110900984538505,0.010716455202925,0.000275074785957432,0.000332382033031897,0,0,0
"1131","OC10",2015,140,91,148,2949,0,145,12,0,0,4,0,0,0,0,0,3489,0.0401261106334193,0.0260819719117226,0.0424190312410433,0.845227858985383,0,0.0415591860131843,0.00343938091143594,0,0,0.00114646030381198,0,0,0,0,0,1298,3332,568,59,14,886,665,73963,0,5350,1068,40,5,1,0,0,87249,0.0148769613405311,0.0381895494504235,0.00651010326765923,0.000676225515478687,0.000160460291808502,0.0101548441815952,0.00762186386090385,0.847723183073732,0,0.0613187543696776,0.0122408279751057,0.00045845797659572,5.7307247074465e-05,1.1461449414893e-05,0,0
"1132","CORC",2015,105,10,23,3174,0,175,0,0,0,0,0,0,0,0,0,3487,0.0301118439919702,0.00286779466590192,0.00659592773157442,0.91023802695727,0,0.0501864066532836,0,0,0,0,0,0,0,0,0,0,3200,296,2,0,0,484,77928,0,3399,1934,0,0,0,0,0,87243,0,0.0366791605057139,0.00339282234677854,2.29244753160712e-05,0,0,0.00554772302648923,0.893229256215398,0,0.038960145799663,0.0221679676306409,0,0,0,0,0
"1133","NFY",2015,57,63,2,3192,0,133,0,29,0,3,1,6,0,0,0,3486,0.0163511187607573,0.0180722891566265,0.00057372346528973,0.91566265060241,0,0.0381526104417671,0,0.00831899024670109,0,0.000860585197934596,0.000286861732644865,0.00172117039586919,0,0,0,23,3029,541,15,0,1,621,80065,0,2915,6,0,40,0,0,0,87256,0.000263592188502796,0.0347139451728248,0.00620014669478317,0.000171907949023563,0,1.14605299349042e-05,0.0071169890895755,0.917587329238104,0,0.0334074447602457,6.87631796094251e-05,0,0.000458421197396168,0,0,0
"1134","COLD",2015,43,102,0,2704,0,629,1,11,0,0,0,0,0,0,0,3490,0.0123209169054441,0.0292263610315186,0,0.774785100286533,0,0.180229226361032,0.000286532951289398,0.00315186246418338,0,0,0,0,0,0,0,0,892,498,6,0,0,3,49543,0,13066,23,0,466,17,0,0,64514,0,0.013826456273057,0.00771925473540627,9.30030691012803e-05,0,0,4.65015345506402e-05,0.767941842080789,0,0.202529683479555,0.000356511764888241,0,0.00722323836686611,0.000263508695786961,0,0
"1135","HAY",2015,92,41,11,3278,0,59,0,0,0,3,0,0,0,0,0,3484,0.026406429391504,0.0117680826636051,0.00315729047072331,0.940872560275545,0,0.0169345579793341,0,0,0,0.000861079219288174,0,0,0,0,0,15,2060,823,34,0,1028,126,73074,0,9911,2,0,176,4,0,0,87253,0.000171913859695369,0.023609503398164,0.00943234043528589,0.000389671415309502,0,0.0117818298511226,0.0014440764214411,0.837495558891958,0,0.11358921756272,2.29218479593825e-05,0,0.00201712262042566,4.5843695918765e-05,0,0
"1136","CSLA",2015,57,17,0,2818,0,406,197,0,0,0,0,0,0,0,0,3495,0.0163090128755365,0.00486409155937053,0,0.806294706723891,0,0.116165951359084,0.0563662374821173,0,0,0,0,0,0,0,0,443,2195,1158,26,0,83,47,76334,0,6666,212,0,74,2,0,0,87240,0.00507794589637781,0.0251604768454837,0.013273727647868,0.000298028427326914,0,0.000951398441082072,0.000538743695552499,0.87498853736818,0,0.0764099037138927,0.00243007794589638,0,0.000848234754699679,2.29252636405319e-05,0,0
"1137","CACR",2015,151,18,0,2942,0,197,182,0,0,0,0,0,0,0,0,3490,0.0432664756446991,0.00515759312320917,0,0.84297994269341,0,0.0564469914040115,0.0521489971346705,0,0,0,0,0,0,0,0,5,2138,285,1,0,90,320,66125,0,12054,6029,0,154,38,0,0,87239,5.73138160685015e-05,0.0245073877508912,0.00326688751590458,1.14627632137003e-05,0,0.00103164868923303,0.00366808422838409,0.757975217505932,0,0.138172147777943,0.0691089994153991,0,0.00176526553490985,0.000435585002120611,0,0
"1138","BCC",2015,4,0,146,2316,2,1014,5,0,0,0,0,0,0,0,0,3487,0.00114711786636077,0,0.041869802122168,0.664181244622885,0.000573558933180384,0.290794379122455,0.00143389733295096,0,0,0,0,0,0,0,0,0,2020,862,39,0,0,2119,47443,13,34188,517,0,32,0,0,0,87233,0,0.0231563743078881,0.00988158151158392,0.000447078513865166,0,0,0.0242912659200073,0.543865280341155,0.000149026171288389,0.391915903385187,0.00592665619662284,0,0.000366833652402187,0,0,0
"1139","MVC",2015,215,54,0,2486,0,368,20,60,267,0,0,0,0,0,19,3489,0.061622241329894,0.0154772141014617,0,0.712525078819146,0,0.105474347950702,0.0057323015190599,0.0171969045571797,0.0765262252794497,0,0,0,0,0,0.00544568644310691,6,4385,1456,55,0,88,0,75073,0,4271,1063,34,237,582,0,0,87250,6.87679083094556e-05,0.0502578796561605,0.0166876790830946,0.000630372492836676,0,0.00100859598853868,0,0.86043553008596,0,0.0489512893982808,0.0121833810888252,0.000389684813753582,0.0027163323782235,0.00667048710601719,0,0
"1140","BUT",2015,156,47,4,3140,0,11,0,124,0,7,0,0,0,0,0,3489,0.0447119518486672,0.0134709085697908,0.00114646030381198,0.899971338492405,0,0.00315276583548295,0,0.0355402694181714,0,0.00200630553167097,0,0,0,0,0,1,3549,500,14,0,0,424,75629,0,2955,2959,0,1051,167,0,0,87249,1.1461449414893e-05,0.0406766839734553,0.0057307247074465,0.000160460291808502,0,0,0.00485965455191464,0.866817957798943,0,0.0338685830210088,0.0339144288186684,0,0.0120459833350526,0.00191406205228713,0,0
"1141","WBUT",2015,225,28,0,2999,0,26,0,204,5,4,0,0,0,0,0,3491,0.064451446576912,0.00802062446290461,0,0.859066170151819,0,0.00744772271555428,0,0.0584359782297336,0.00143225436837582,0.00114580349470066,0,0,0,0,0,1,3169,594,13,0,2,164,76687,0,3104,2698,0,749,65,0,0,87246,1.14618435229122e-05,0.0363225821241088,0.00680833505260986,0.000149003965797859,0,2.29236870458245e-05,0.0018797423377576,0.87897439424157,0,0.0355775622951195,0.0309240538248172,0,0.00858492079866126,0.000745019828989295,0,0
"1142","MAR",2015,306,180,0,1603,0,377,0,477,534,16,0,0,0,0,0,3493,0.0876037789865445,0.0515316346979674,0,0.458917835671343,0,0.107930146006298,0,0.136558831949614,0.152877182937303,0.00458058975093043,0,0,0,0,0,0,3674,1761,99,0,0,0,59062,0,2129,204,4,2174,3435,0,0,72542,0,0.0506465220148328,0.0242755920708004,0.00136472664111825,0,0,0,0.814176614926525,0,0.0293485153428359,0.00281216398775882,5.51404703482121e-05,0.0299688456342533,0.0473518789115271,0,0
"1143","NFFR",2015,213,102,0,2629,0,97,296,139,14,0,0,0,0,0,0,3490,0.0610315186246418,0.0292263610315186,0,0.753295128939828,0,0.0277936962750716,0.0848137535816619,0.0398280802292264,0.00401146131805158,0,0,0,0,0,0,2,4442,1615,10,0,5,0,70263,0,4507,859,2,4119,1424,0,0,87248,2.29231615624427e-05,0.0509123418301852,0.0185104529616725,0.000114615807812213,0,5.73079039061067e-05,0,0.805325050430955,0,0.0516573445809646,0.00984549789106914,2.29231615624427e-05,0.0472102512378507,0.0163212910324592,0,0
"1144","WAR",2015,164,27,0,3249,0,13,10,24,0,3,0,0,0,0,0,3490,0.0469914040114613,0.00773638968481375,0,0.930945558739255,0,0.00372492836676218,0.00286532951289398,0.00687679083094556,0,0.000859598853868195,0,0,0,0,0,91,4688,1338,42,1,0,1,77938,0,1202,302,0,1364,278,0,0,87245,0.00104303971574302,0.0537337383231131,0.0153361224138919,0.000481402945727549,1.1461974898275e-05,0,1.1461974898275e-05,0.893323399621755,0,0.0137772938277265,0.00346151641927904,0,0.0156341337612471,0.00318642902172044,0,0
"1145","GSW",2015,15,17,0,3247,0,54,4,153,0,0,0,0,0,0,0,3490,0.00429799426934097,0.00487106017191977,0,0.930372492836676,0,0.0154727793696275,0.00114613180515759,0.0438395415472779,0,0,0,0,0,0,0,526,569,348,29,0,756,0,70817,0,8591,3443,0,2005,159,0,0,87243,0.00602913700812673,0.00652201322742226,0.00398885870499639,0.000332404892083032,0,0.00866545166947491,0,0.811721284229107,0,0.0984720837201839,0.0394644842566166,0,0.0229817865043614,0.00182249578762766,0,0
"1146","TBCG",2015,275,109,0,3098,0,9,0,0,0,3,0,0,0,0,0,3494,0.0787063537492845,0.0311963365769891,0,0.88666285060103,0,0.00257584430452204,0,0,0,0.000858614768174013,0,0,0,0,0,0,4435,940,25,0,871,0,72706,0,4154,3270,34,180,614,0,0,87229,0,0.0508431828864254,0.0107762326749132,0.000286601932843435,0,0.00998521134026528,0,0.833507205172592,0,0.0476217771612652,0.0374875328159213,0.000389778628667072,0.00206353391647273,0.00703894347063477,0,0
"1147","AMC",2015,101,265,6,2812,0,218,3,81,0,4,0,0,0,0,0,3490,0.0289398280802292,0.0759312320916905,0.00171919770773639,0.805730659025788,0,0.0624641833810888,0.000859598853868195,0.0232091690544413,0,0.00114613180515759,0,0,0,0,0,1,3757,2815,62,0,1,247,60326,0,18427,743,192,653,22,0,0,87246,1.14618435229122e-05,0.0430621461155812,0.0322650895169979,0.000710634298420558,0,1.14618435229122e-05,0.00283107535015932,0.691447172363203,0,0.211207390596704,0.00851614973752378,0.00220067395639915,0.00748458382046168,0.000252160557504069,0,0
"1148","MCL",2015,163,25,0,3251,0,23,11,20,0,0,0,0,0,0,0,3493,0.0466647580876038,0.0071571714858288,0,0.930718580017177,0,0.0065845977669625,0.00314915545376467,0.00572573718866304,0,0,0,0,0,0,0,0,4463,358,2,0,0,25,76994,0,1714,2899,18,768,2,0,0,87243,0,0.0511559666678129,0.00410348108157675,2.29244753160712e-05,0,0,0.00028655594145089,0.882523526242793,0,0.019646275345873,0.0332290269706452,0.000206320277844641,0.00880299852137134,2.29244753160712e-05,0,0
"1149","517PSC038",2015,159,57,0,2839,0,205,34,0,0,0,0,193,0,0,0,3487,0.0455979351878405,0.016346429595641,0,0.814166905649556,0,0.0587897906509894,0.00975050186406653,0,0,0,0,0.0553484370519071,0,0,0,3821,2453,738,19,0,89,0,72065,0,7186,55,0,657,172,0,0,87255,0.0437911867514756,0.0281130021202223,0.00845796802475503,0.000217752564322961,0,0.00101999885393387,0,0.825912555154432,0,0.0823563119592,0.000630336370408573,0,0.0075296544610624,0.00197123374018681,0,0
"1150","517PLC130",2015,32,6,0,3348,0,103,0,0,0,0,0,0,0,0,0,3489,0.00917168243049584,0.00171969045571797,0,0.959587274290628,0,0.0295213528231585,0,0,0,0,0,0,0,0,0,0,1625,491,75,0,23,692,80326,0,3374,624,0,0,0,0,0,87230,0,0.018628912071535,0.00562879743207612,0.000859795941763155,0,0.000263670755474034,0.00793305055600138,0.920852917574229,0,0.0386793534334518,0.00715350223546945,0,0,0,0,0
"1151","517LCCAYB",2015,74,6,0,3133,0,237,0,34,0,0,0,0,0,0,0,3484,0.021239954075775,0.00172215843857635,0,0.899253731343284,0,0.0680252583237658,0,0.00975889781859931,0,0,0,0,0,0,0,0,2738,771,6,0,52,5,79047,0,3171,79,0,1200,191,0,0,87260,0,0.031377492550997,0.00883566353426541,6.8760027504011e-05,0,0.000595920238368095,5.73000229200092e-05,0.905878982351593,0,0.0363396745358698,0.000905340362136145,0,0.0137520055008022,0.00218886087554435,0,0
"1152","517STC294",2015,223,44,0,3137,0,40,50,0,0,0,0,0,0,0,0,3494,0.0638236977676016,0.0125930165998855,0,0.897824842587292,0,0.0114481969089868,0.0143102461362335,0,0,0,0,0,0,0,0,1876,4323,300,4,0,310,1,76326,0,2234,1851,0,17,0,0,0,87242,0.0215034043236056,0.0495518213704408,0.00343871071273011,4.58494761697348e-05,0,0.00355333440315444,1.14623690424337e-05,0.874876779532794,0,0.0256069324407969,0.0212168450975448,0,0.000194860273721373,0,0,0
"1153","514SSC190",2015,38,2,0,2175,0,1275,2,0,0,0,0,0,0,0,0,3492,0.0108820160366552,0.000572737686139748,0,0.622852233676976,0,0.365120274914089,0.000572737686139748,0,0,0,0,0,0,0,0,122,3196,573,5,0,1,14,47597,0,25201,10505,0,26,0,0,0,87240,0.00139844108207244,0.0366345712975699,0.00656808803301238,5.73131591013297e-05,0,1.14626318202659e-05,0.000160476845483723,0.545586886749198,0,0.288869784502522,0.120414947271894,0,0.000298028427326914,0,0,0
"1154","507RCABRS",2015,1,31,0,17,0,45,3391,0,0,0,0,0,0,0,0,3485,0.000286944045911047,0.00889526542324247,0,0.0048780487804878,0,0.0129124820659971,0.973027259684362,0,0,0,0,0,0,0,0,55,1883,876,2,0,0,0,22091,0,2908,58100,169,624,538,0,0,87246,0.000630401393760172,0.0215826513536437,0.0100405749260711,2.29236870458245e-05,0,0,0,0.253203585264654,0,0.0333310409646288,0.6659331086812,0.00193705155537217,0.00715219035829723,0.00616647181532678,0,0
"1155","507DCABSF",2015,135,11,0,2279,0,31,1037,0,0,0,0,0,0,0,0,3493,0.0386487260234755,0.00314915545376467,0,0.652447752648153,0,0.00887489264242771,0.296879473232179,0,0,0,0,0,0,0,0,50,3015,1912,16,0,0,0,42499,0,4926,33654,169,590,406,0,0,87237,0.000573151300480301,0.0345610234189621,0.0219173057303667,0.000183408416153696,0,0,0,0.487167142382246,0,0.0564668661233192,0.385776677327281,0.00193725139562342,0.00676318534566755,0.00465398855990004,0,0
"1156","507DCBLLB",2015,84,43,0,10,0,309,2900,38,57,0,0,0,0,0,49,3490,0.0240687679083095,0.0123209169054441,0,0.00286532951289398,0,0.0885386819484241,0.830945558739255,0.0108882521489971,0.0163323782234957,0,0,0,0,0,0.0140401146131805,78,1816,995,8,0,1,2,20090,0,4974,58072,172,561,465,0,0,87234,0.000894146777632575,0.0208175711305225,0.0114061031249284,9.17073618084692e-05,0,1.14634202260586e-05,2.29268404521173e-05,0.230300112341518,0,0.0570190522044157,0.665703739367678,0.00197170827888209,0.0064309787468189,0.00533049040511727,0,0
"1157","507RCBLPF",2015,140,23,0,1460,0,1772,95,0,0,0,0,1,0,0,0,3491,0.0401031223145231,0.00658837009452879,0,0.41821827556574,0,0.507590948152392,0.0272128329991406,0,0,0,0,0.000286450873675165,0,0,0,82,3334,696,47,3,0,217,37302,0,21021,24418,37,57,23,0,0,87237,0.000939968132787693,0.0382177287160265,0.00797826610268579,0.000538762222451483,3.4389078028818e-05,0,0.00248747664408451,0.427593796210324,0,0.240964269747928,0.27990416910256,0.000424131962355423,0.000653392482547543,0.000263649598220938,0,0
"1158","507SPISFD",2015,124,23,0,2803,0,93,444,0,0,0,0,0,0,0,0,3487,0.0355606538571838,0.00659592773157442,0,0.803842844852309,0,0.0266704903928879,0.127330083166045,0,0,0,0,0,0,0,0,11,3626,2063,16,0,0,0,52457,0,5371,22656,145,552,339,0,0,87236,0.000126094731532853,0.0415654087761933,0.0236484937411161,0.000183410518593241,0,0,0,0.601322848365354,0,0.0615686184602687,0.25970929432803,0.00166215782475125,0.00632766289146683,0.0038860103626943,0,0
"1159","507BTC269",2015,105,82,0,2876,0,329,39,7,49,5,0,0,0,0,0,3492,0.0300687285223368,0.0234822451317297,0,0.823596792668958,0,0.0942153493699885,0.0111683848797251,0.00200458190148912,0.0140320733104238,0.00143184421534937,0,0,0,0,0,0,3844,1642,99,0,0,0,58334,0,3802,2271,4,1727,3173,0,0,74896,0,0.0513245033112583,0.0219237342448195,0.00132183294167913,0,0,0,0.778866695150609,0,0.0507637256996368,0.0303220465712455,5.34073915829951e-05,0.0230586413159581,0.0423654133732109,0,0
"1160","507SPION1",2015,4,27,0,114,0,8,3287,40,12,0,0,0,0,0,0,3492,0.0011454753722795,0.0077319587628866,0,0.0326460481099656,0,0.00229095074455899,0.941294387170676,0.011454753722795,0.00343642611683849,0,0,0,0,0,0,50,3008,800,3,0,0,0,35538,0,5500,40944,169,671,554,0,0,87237,0.000573151300480301,0.0344807822368949,0.00917042080768481,3.4389078028818e-05,0,0,0,0.407373018329379,0,0.0630466430528331,0.469342136937309,0.00193725139562342,0.00769169045244564,0.00635051640932173,0,0
"1161","507SHA003",2015,229,32,18,1789,0,965,438,0,0,0,0,12,0,0,5,3488,0.0656536697247706,0.0091743119266055,0.0051605504587156,0.512901376146789,0,0.276662844036697,0.125573394495413,0,0,0,0,0.00344036697247706,0,0,0.00143348623853211,55,3223,731,48,3,0,179,25884,1,28376,28528,51,153,9,0,0,87241,0.000630437523641407,0.0369436388853865,0.00837908781421579,0.000550200020632501,3.43875012895313e-05,0,0.00205178757694203,0.296695361126076,1.14625004298438e-05,0.325259912197247,0.327002212262583,0.000584587521922032,0.0017537625657661,0.000103162503868594,0,0
"1162","507SHA007",2015,160,149,0,696,0,1732,720,0,0,32,0,1,0,2,0,3492,0.0458190148911798,0.0426689576174112,0,0.199312714776632,0,0.495990836197022,0.206185567010309,0,0,0.00916380297823597,0,0.000286368843069874,0,0.000572737686139748,0,52,3386,621,50,3,0,270,23779,15,48162,10552,51,267,21,0,0,87229,0.000596132020314345,0.0388173657843148,0.00711919201183093,0.00057320386568687,3.43922319412122e-05,0,0.0030953008747091,0.272604294443362,0.000171961159706061,0.552132891584221,0.120968943814557,0.000584667943000608,0.00306090864276789,0.000240745623588485,0,0
